Nom,Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Maison ereac,https://www.etreproprio.com/immobilier-21059273-vente-maison-ereac-broons,148600.0,Broons 22250,187.0,952,3.0,795.0
Maison spacieuse à sévignac,https://www.etreproprio.com/immobilier-20568801-vente-maison-spacieuse-a-sevignac-broons,170000.0,Broons 22250,183.0,2 346,5.0,929.0
Maison ereac 325 m²,https://www.etreproprio.com/immobilier-19383452-vente-maison-ereac-325-m-broons,122800.0,Broons 22250,325.0,653,6.0,378.0
Maison lanrelas bourg 188 m²,https://www.etreproprio.com/immobilier-20515699-vente-maison-lanrelas-bourg-188-m-broons,143600.0,Broons 22250,188.0,273,6.0,764.0
Maison 330m² à brusvily,https://www.etreproprio.com/immobilier-23378833-vente-maison-330m-a-brusvily-brusvily,682370.0,Brusvily 22100,330.0,9 660,15.0,2068.0
A vendre - soquet immobilier - domaine de caractere - brusvilly,https://www.etreproprio.com/immobilier-23837218-vente-a-vendre-soquet-immobilier-domaine-de-caractere-brusvilly-brusvily,682370.0,Brusvily 22100,330.0,9 960,14.0,2068.0
Maison en pierres à moderniser avec terrain,https://www.etreproprio.com/immobilier-23606291-vente-maison-en-pierres-a-moderniser-avec-terrain-brusvily,146720.0,Brusvily 22100,66.0,219,3.0,2223.0
Maison dinan sud !,https://www.etreproprio.com/immobilier-22923415-vente-maison-dinan-sud-brusvily,157500.0,Brusvily 22100,133.0,962,5.0,1184.0
Vente maison brusvily(22100) 296 800ï¿œ,https://www.etreproprio.com/immobilier-22290999-vente-vente-maison-brusvily22100-296-800i-oe-brusvily,296800.0,Brusvily 22100,132.0,1 225,7.0,2248.0
Belle propriété à vendre à proximité de dinan,https://www.etreproprio.com/immobilier-19548885-vente-belle-propriete-a-vendre-a-proximite-de-dinan-brusvily,190440.0,Brusvily 22100,94.0,1 374,4.0,2026.0
Maison de bourg en pierres à rénover,https://www.etreproprio.com/immobilier-23033592-vente-maison-de-bourg-en-pierres-a-renover-bulat-pestivien,49800.0,Bulat-Pestivien 22160,90.0,,5.0,553.0
Maison 100m² à calanhel,https://www.etreproprio.com/immobilier-23746174-vente-maison-100m-a-calanhel-calanhel,170000.0,Calanhel 22160,100.0,30 108,5.0,1700.0
"Maison moderne et familiale de 2013 :  spacieuse dans un cadre paisible, sans aucun travaux à prévoir",https://www.etreproprio.com/immobilier-22980067-vente-maison-moderne-et-familiale-de-2013-spacieuse-dans-un-cadre-paisible-sans-aucun-travaux-a-prevoir-calanhel,230000.0,Calanhel 22160,118.0,1 614,6.0,1949.0
Charmante maison en campagne,https://www.etreproprio.com/immobilier-22465137-vente-charmante-maison-en-campagne-calanhel,73000.0,Calanhel 22160,57.0,952,4.0,1281.0
Maison 94m² à callac,https://www.etreproprio.com/immobilier-23817977-vente-maison-94m-a-callac-callac,127900.0,Callac 22160,94.0,1 324,4.0,1361.0
Maison 102m² à callac,https://www.etreproprio.com/immobilier-23768155-vente-maison-102m-a-callac-callac,120500.0,Callac 22160,102.0,500,6.0,1181.0
"Cotes d'armor, nr carhaix une maison indépendante de 2 chambres, située à la limite du village de plourac'h",https://www.etreproprio.com/immobilier-23730117-vente-cotes-d-armor-nr-carhaix-une-maison-independante-de-2-chambres-situee-a-la-limite-du-village-de-plourac-h-callac,168000.0,Callac 22160,80.0,1 156,4.0,2100.0
Maison 155m² à callac,https://www.etreproprio.com/immobilier-23640226-vente-maison-155m-a-callac-callac,143000.0,Callac 22160,155.0,715,6.0,923.0
Maison 158m² à callac,https://www.etreproprio.com/immobilier-23588994-vente-maison-158m-a-callac-callac,208300.0,Callac 22160,158.0,915,7.0,1318.0
Maison 168m² à callac,https://www.etreproprio.com/immobilier-23592356-vente-maison-168m-a-callac-callac,189900.0,Callac 22160,168.0,11 926,7.0,1130.0
Maison 145m² à callac,https://www.etreproprio.com/immobilier-23558739-vente-maison-145m-a-callac-callac,250000.0,Callac 22160,145.0,4 000,6.0,1724.0
Maison 96m² à callac,https://www.etreproprio.com/immobilier-23547823-vente-maison-96m-a-callac-callac,129900.0,Callac 22160,96.0,514,4.0,1353.0
Exclusivite ** 2 chambres** maison bourg,https://www.etreproprio.com/immobilier-20483367-vente-exclusivite-2-chambres-maison-bourg-callac,56000.0,Callac 22160,48.0,115,3.0,1167.0
Maison 120m² à callac,https://www.etreproprio.com/immobilier-23429848-vente-maison-120m-a-callac-callac,219900.0,Callac 22160,120.0,2 383,6.0,1832.0
Bien d'exception   ancien presbytère à callac,https://www.etreproprio.com/immobilier-23437274-vente-bien-d-exception-ancien-presbytere-a-callac-callac,223800.0,Callac 22160,280.0,1 374,10.0,799.0
Maison à vendre 3 pièces callac (22),https://www.etreproprio.com/immobilier-23393779-vente-maison-a-vendre-3-pieces-callac-22-callac,77000.0,Callac 22160,62.0,,3.0,1242.0
Maison 120m² à callac,https://www.etreproprio.com/immobilier-23165537-vente-maison-120m-a-callac-callac,219900.0,Callac 22160,120.0,2 383,6.0,1832.0
Maison coup de coeur à callac (22),https://www.etreproprio.com/immobilier-21982506-vente-maison-coup-de-coeur-a-callac-22-callac,199900.0,Callac 22160,160.0,915,8.0,1249.0
Maison 115m² à callac,https://www.etreproprio.com/immobilier-22448175-vente-maison-115m-a-callac-callac,165900.0,Callac 22160,115.0,2 536,7.0,1443.0
Maison 163m² à callac,https://www.etreproprio.com/immobilier-21841219-vente-maison-163m-a-callac-callac,89900.0,Callac 22160,163.0,660,7.0,552.0
Maison 53m² à callac,https://www.etreproprio.com/immobilier-22905164-vente-maison-53m-a-callac-callac,87000.0,Callac 22160,53.0,1 051,3.0,1642.0
"Cotes d'armor nr carnoët, un magnifique cottage, 3 chambres à coucher avec de beaux jardins",https://www.etreproprio.com/immobilier-21934084-vente-cotes-d-armor-nr-carnoet-un-magnifique-cottage-3-chambres-a-coucher-avec-de-beaux-jardins-callac,173000.0,Callac 22160,73.0,1 310,5.0,2370.0
"Cotes d'armor près de carhaix, maison individuelle de 3 chambres avec 1573m2 de terrain",https://www.etreproprio.com/immobilier-21327198-vente-cotes-d-armor-pres-de-carhaix-maison-individuelle-de-3-chambres-avec-1573m2-de-terrain-callac,94000.0,Callac 22160,83.0,1 573,5.0,1133.0
Longère callac 7 pièce(s) 166 m2,https://www.etreproprio.com/immobilier-22698400-vente-longere-callac-7-pieces-166-m2-callac,192000.0,Callac 22160,166.0,11 920,7.0,1157.0
Maison 121 m2 proche dinan,https://www.etreproprio.com/immobilier-23897257-vente-maison-121-m2-proche-dinan-calorguen,335000.0,Calorguen 22100,121.0,,5.0,2769.0
Proximite foret de lanouee et etang du gue aux loups,https://www.etreproprio.com/immobilier-23012606-vente-proximite-foret-de-lanouee-et-etang-du-gue-aux-loups-le-cambout,150800.0,Le Cambout 22210,165.0,984,7.0,914.0
"Côtes d'armor: plourac'h. longère en pierre de 4 chambres, gîte, 4,5 ha de terrain et étang de loisirs.",https://www.etreproprio.com/immobilier-22540370-vente-cotes-d-armor-plourac-h-longere-en-pierre-de-4-chambres-gite-45-ha-de-terrain-et-etang-de-loisirs-callac,315000.0,Callac 22160,130.0,44 975,9.0,2423.0
Ancien hôtel restaurant + dépndances,https://www.etreproprio.com/immobilier-22483116-vente-ancien-hotel-restaurant-depndances-callac,290000.0,Callac 22160,269.0,2 752,15.0,1078.0
"Charmante maison des années 60  à découvrir : 4 chambres, garage et dépendances au calme",https://www.etreproprio.com/immobilier-22009728-vente-charmante-maison-des-annees-60-a-decouvrir-4-chambres-garage-et-dependances-au-calme-callac,126000.0,Callac 22160,94.0,1 324,6.0,1340.0
Maison au bourg de camlez,https://www.etreproprio.com/immobilier-22744162-vente-maison-au-bourg-de-camlez-camlez,168500.0,Camlez 22450,54.0,1 880,3.0,3120.0
Maison 211m² à camlez,https://www.etreproprio.com/immobilier-23167450-vente-maison-211m-a-camlez-camlez,572900.0,Camlez 22450,211.0,7 500,9.0,2715.0
Maison 147m² à camlez,https://www.etreproprio.com/immobilier-22757350-vente-maison-147m-a-camlez-camlez,293000.0,Camlez 22450,147.0,2 886,7.0,1993.0
Maison 200m² à canihuel,https://www.etreproprio.com/immobilier-23890420-vente-maison-200m-a-canihuel-canihuel,460000.0,Canihuel 22480,200.0,1 116,2.0,2300.0
Maison à canihuel,https://www.etreproprio.com/immobilier-23890412-vente-maison-a-canihuel-canihuel,59000.0,Canihuel 22480,,,,
Maison 81m² à canihuel,https://www.etreproprio.com/immobilier-23001294-vente-maison-81m-a-canihuel-canihuel,130000.0,Canihuel 22480,81.0,565,4.0,1605.0
Charmant ty breton en pierre avec poêle à bois et terrain at,https://www.etreproprio.com/immobilier-23273205-vente-charmant-ty-breton-en-pierre-avec-poele-a-bois-et-terrain-at-canihuel,79800.0,Canihuel 22480,57.0,1 432,3.0,1400.0
Maison 300m² à canihuel,https://www.etreproprio.com/immobilier-22763254-vente-maison-300m-a-canihuel-canihuel,424000.0,Canihuel 22480,300.0,7 476,15.0,1413.0
À vendre   ancien restaurant avec maison d'habitation en ple,https://www.etreproprio.com/immobilier-22743921-vente-a-vendre-ancien-restaurant-avec-maison-d-habitation-en-ple-canihuel,269900.0,Canihuel 22480,275.0,1 016,12.0,981.0
Maison 74m² à caouennec-lanvezeac,https://www.etreproprio.com/immobilier-23575951-vente-maison-74m-a-caouennec-lanvezeac-caouennec-lanvezeac,198000.0,Caouennec-Lanvezeac 22300,74.0,647,5.0,2676.0
Maison à vendre 5 pièces carnoet (22),https://www.etreproprio.com/immobilier-23866123-vente-maison-a-vendre-5-pieces-carnoet-22-carnoet,45500.0,Carnoet 22160,109.0,254,5.0,417.0
Maison 131m² à carnoet,https://www.etreproprio.com/immobilier-23631016-vente-maison-131m-a-carnoet-carnoet,240000.0,Carnoet 22160,131.0,20 013,5.0,1832.0
A saisir: ensemble de 4 maisons contiguës à restaurer,https://www.etreproprio.com/immobilier-23460312-vente-a-saisir-ensemble-de-4-maisons-contigues-a-restaurer-carnoet,75000.0,Carnoet 22160,176.0,409,8.0,426.0
Maison 130m² à caulnes,https://www.etreproprio.com/immobilier-23360823-vente-maison-130m-a-caulnes-caulnes,220500.0,Caulnes 22350,130.0,1 311,6.0,1696.0
Maison 158m² à caulnes,https://www.etreproprio.com/immobilier-23337059-vente-maison-158m-a-caulnes-caulnes,235000.0,Caulnes 22350,158.0,1 150,5.0,1487.0
maison rénovée de 75 m² – caulnes,https://www.etreproprio.com/immobilier-22314705-vente-maison-renovee-de-75-m-caulnes-caulnes,149950.0,Caulnes 22350,75.0,,3.0,1999.0
À vendre   maison traditionnelle au cœur de caulnes,https://www.etreproprio.com/immobilier-23616487-vente-a-vendre-maison-traditionnelle-au-coeur-de-caulnes-caulnes,211250.0,Caulnes 22350,163.0,1 377,7.0,1296.0
"En exclusivité à caulnes, maison à vendre pour investisseur locatif",https://www.etreproprio.com/immobilier-23484461-vente-en-exclusivite-a-caulnes-maison-a-vendre-pour-investisseur-locatif-caulnes,156500.0,Caulnes 22350,58.0,313,4.0,2698.0
Maison 103m² à caulnes,https://www.etreproprio.com/immobilier-23352010-vente-maison-103m-a-caulnes-caulnes,229460.0,Caulnes 22350,103.0,644,5.0,2228.0
Maison 150m² à caulnes,https://www.etreproprio.com/immobilier-23349563-vente-maison-150m-a-caulnes-caulnes,262500.0,Caulnes 22350,150.0,,7.0,1750.0
Maison 150m² à caulnes,https://www.etreproprio.com/immobilier-23306365-vente-maison-150m-a-caulnes-caulnes,261300.0,Caulnes 22350,150.0,3 836,7.0,1742.0
Maison 89m² à caulnes,https://www.etreproprio.com/immobilier-23115402-vente-maison-89m-a-caulnes-caulnes,229460.0,Caulnes 22350,89.0,755,5.0,2578.0
Maison 149m² à caulnes,https://www.etreproprio.com/immobilier-22993926-vente-maison-149m-a-caulnes-caulnes,208350.0,Caulnes 22350,149.0,1 377,7.0,1398.0
Maison 150m² à caulnes,https://www.etreproprio.com/immobilier-22869780-vente-maison-150m-a-caulnes-caulnes,294000.0,Caulnes 22350,150.0,3 836,7.0,1960.0
Batiment en pierre à rénover centre de caulnes,https://www.etreproprio.com/immobilier-17763472-vente-batiment-en-pierre-a-renover-centre-de-caulnes-caulnes,39400.0,Caulnes 22350,170.0,300,4.0,232.0
Belle maison familiale à vendre à caulnes,https://www.etreproprio.com/immobilier-22199454-vente-belle-maison-familiale-a-vendre-a-caulnes-caulnes,220500.0,Caulnes 22350,148.0,1 377,6.0,1490.0
Ancien presbytère à vendre,https://www.etreproprio.com/immobilier-22168739-vente-ancien-presbytere-a-vendre-caulnes,384800.0,Caulnes 22350,252.0,5 581,8.0,1527.0
Maison la chapelle blanche 2 pièces 66 m²,https://www.etreproprio.com/immobilier-20827568-vente-maison-la-chapelle-blanche-2-pieces-66-m-caulnes,81200.0,Caulnes 22350,66.0,2 580,2.0,1230.0
Maison à rénover,https://www.etreproprio.com/immobilier-21358520-vente-maison-a-renover-caulnes,97000.0,Caulnes 22350,75.0,6 200,5.0,1293.0
Maison centre de caulnes,https://www.etreproprio.com/immobilier-19814873-vente-maison-centre-de-caulnes-caulnes,85700.0,Caulnes 22350,90.0,510,4.0,952.0
Guerledan longere t5 sur 9370m2,https://www.etreproprio.com/immobilier-23858725-vente-guerledan-longere-t5-sur-9370m2-caurel,99500.0,Caurel 22530,100.0,,3.0,995.0
Maison 96m² à caurel,https://www.etreproprio.com/immobilier-22418024-vente-maison-96m-a-caurel-caurel,139450.0,Caurel 22530,96.0,1 123,4.0,1453.0
Maison 180m² à caurel,https://www.etreproprio.com/immobilier-23805258-vente-maison-180m-a-caurel-caurel,259000.0,Caurel 22530,180.0,4 796,8.0,1439.0
Maison 60m² à caurel,https://www.etreproprio.com/immobilier-22102792-vente-maison-60m-a-caurel-caurel,140000.0,Caurel 22530,61.0,506,3.0,2295.0
"Ensemble immobilier à vendre – caurel (22), proche du lac de guerlédan",https://www.etreproprio.com/immobilier-23748134-vente-ensemble-immobilier-a-vendre-caurel-22-proche-du-lac-de-guerledan-caurel,198500.0,Caurel 22530,108.0,1 507,7.0,1838.0
Maison 73m² à caurel,https://www.etreproprio.com/immobilier-23741619-vente-maison-73m-a-caurel-caurel,192500.0,Caurel 22530,73.0,618,3.0,2637.0
"Caurel, maison à vendre",https://www.etreproprio.com/immobilier-22878793-vente-caurel-maison-a-vendre-caurel,212000.0,Caurel 22530,125.0,2 200,5.0,1696.0
"Caurel, maison à vendre",https://www.etreproprio.com/immobilier-23228225-vente-caurel-maison-a-vendre-caurel,97200.0,Caurel 22530,50.0,882,4.0,1944.0
Maison 125m² à caurel,https://www.etreproprio.com/immobilier-19067106-vente-maison-125m-a-caurel-caurel,213000.0,Caurel 22530,125.0,2 200,4.0,1704.0
Maison 90m² à caurel,https://www.etreproprio.com/immobilier-23625046-vente-maison-90m-a-caurel-caurel,173250.0,Caurel 22530,90.0,990,5.0,1925.0
Maison 253m² à caurel,https://www.etreproprio.com/immobilier-23571058-vente-maison-253m-a-caurel-caurel,249000.0,Caurel 22530,253.0,469,11.0,984.0
Maison 123m² à caurel,https://www.etreproprio.com/immobilier-23464188-vente-maison-123m-a-caurel-caurel,209000.0,Caurel 22530,123.0,1 280,6.0,1699.0
"Caurel, maison à vendre",https://www.etreproprio.com/immobilier-23397932-vente-caurel-maison-a-vendre-caurel,148000.0,Caurel 22530,92.0,2 064,6.0,1609.0
Maison 120m² à caurel,https://www.etreproprio.com/immobilier-23144357-vente-maison-120m-a-caurel-caurel,170000.0,Caurel 22530,120.0,,4.0,1417.0
"Maison de plain-pied avec gîte indépendant, proche du lac d",https://www.etreproprio.com/immobilier-23042528-vente-maison-de-plain-pied-avec-gite-independant-proche-du-lac-d-caurel,170000.0,Caurel 22530,120.0,1 189,4.0,1417.0
Charmante propriété de deux maisons,https://www.etreproprio.com/immobilier-23033580-vente-charmante-propriete-de-deux-maisons-caurel,220000.0,Caurel 22530,112.0,4 714,6.0,1964.0
Jolie maison en pierres,https://www.etreproprio.com/immobilier-22424535-vente-jolie-maison-en-pierres-caurel,95850.0,Caurel 22530,71.0,142,3.0,1350.0
"Caurel, maison à vendre",https://www.etreproprio.com/immobilier-22415306-vente-caurel-maison-a-vendre-caurel,90000.0,Caurel 22530,158.0,,6.0,570.0
Ancien commerce avec appartement,https://www.etreproprio.com/immobilier-22184688-vente-ancien-commerce-avec-appartement-caurel,90525.0,Caurel 22530,158.0,,5.0,573.0
Maison 80m² à caurel,https://www.etreproprio.com/immobilier-22023292-vente-maison-80m-a-caurel-caurel,115500.0,Caurel 22530,80.0,,4.0,1444.0
Vaste contemporaine,https://www.etreproprio.com/immobilier-23899414-vente-vaste-contemporaine-cavan,299000.0,Cavan 22140,139.0,1 103,6.0,2151.0
Maison 2012 de 4 chambres,https://www.etreproprio.com/immobilier-23897388-vente-maison-2012-de-4-chambres-cavan,332800.0,Cavan 22140,130.0,1 950,6.0,2560.0
Maison à vendre 4 pièces cavan (22),https://www.etreproprio.com/immobilier-23877058-vente-maison-a-vendre-4-pieces-cavan-22-cavan,177500.0,Cavan 22140,70.0,2 248,4.0,2536.0
Maison en pierres à vendre 6 pièces cavan (22),https://www.etreproprio.com/immobilier-23615210-vente-maison-en-pierres-a-vendre-6-pieces-cavan-22-cavan,222500.0,Cavan 22140,107.0,,6.0,2079.0
Cavan - maison néo-bretonne,https://www.etreproprio.com/immobilier-22534221-vente-cavan-maison-neo-bretonne-cavan,235800.0,Cavan 22140,122.0,2 255,8.0,1933.0
Maison 80m² à cavan,https://www.etreproprio.com/immobilier-23570027-vente-maison-80m-a-cavan-cavan,188000.0,Cavan 22140,80.0,2 477,5.0,2350.0
Maison contemporaine,https://www.etreproprio.com/immobilier-23504142-vente-maison-contemporaine-cavan,295000.0,Cavan 22140,120.0,650,5.0,2458.0
Maison 125m² à cavan,https://www.etreproprio.com/immobilier-21845398-vente-maison-125m-a-cavan-cavan,234500.0,Cavan 22140,125.0,2 250,8.0,1876.0
Maison 65m² à les champs-geraux,https://www.etreproprio.com/immobilier-23772863-vente-maison-65m-a-les-champs-geraux-les-champs-geraux,116900.0,Les Champs-Geraux 22630,65.0,650,4.0,1798.0
Maison familiale 125 m2 - 5 chambres,https://www.etreproprio.com/immobilier-23695633-vente-maison-familiale-125-m2-5-chambres-les-champs-geraux,332480.0,Les Champs-Geraux 22630,125.0,4 200,6.0,2660.0
Maison 4 pièce(s) 58m² -les champs geraux (22630),https://www.etreproprio.com/immobilier-22310397-vente-maison-4-pieces-58m-les-champs-geraux-22630-les-champs-geraux,118250.0,Les Champs-Geraux 22630,59.0,641,4.0,2004.0
Maison 78m² à les champs-geraux,https://www.etreproprio.com/immobilier-23090492-vente-maison-78m-a-les-champs-geraux-les-champs-geraux,248500.0,Les Champs-Geraux 22630,78.0,411,4.0,3186.0
Maison 77m² à la chapelle-blanche,https://www.etreproprio.com/immobilier-23756518-vente-maison-77m-a-la-chapelle-blanche-la-chapelle-blanche,106000.0,La Chapelle-Blanche 22350,77.0,485,3.0,1377.0
Maison 35m² à caurel,https://www.etreproprio.com/immobilier-21748875-vente-maison-35m-a-caurel-caurel,97000.0,Caurel 22530,35.0,,3.0,2771.0
